body_type,sex,diet,how_often_shower,heating_energy_source,transport,vehicle_type,social_activity,monthly_grocery_bill,frequency_of_traveling_by_air,vehicle_monthly_distance_km,waste_bag_size,waste_bag_weekly_count,how_long_tv_pc_daily_hour,how_many_new_clothes_monthly,how_long_internet_daily_hour,energy_efficiency,recycling,cooking_with,co2,type,country,year,coal_co2,oil_co2,gas_co2,cement_co2,flaring_co2,other_industry_co2
4,2,3,1,2,3,5,3,135.0,2,14.0,1,3.0,9.0,35.0,23.0,2,3,12,1294.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2,2,1,2,5,1,256.0,4,1470.0,3,7.0,17.0,38.0,0.0,3,6,16,3752.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,4,4,2,5,3,78.0,4,1021.0,4,4.0,3.0,46.0,8.0,2,8,14,3273.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,4,2,2,5,1,164.0,2,1801.0,1,3.0,5.0,10.0,20.0,3,3,12,931.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,4,3,1,2,5,3,248.0,4,1775.0,1,6.0,16.0,41.0,3.0,2,10,10,3493.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3,1,3,2,5,3,225.0,1,93.0,4,2.0,2.0,21.0,9.0,2,6,16,1493.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,2,2,3,5,1,250.0,3,73.0,2,2.0,2.0,15.0,5.0,1,16,12,1133.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,4,2,3,1,3,1,220.0,3,2511.0,4,2.0,0.0,30.0,15.0,3,2,5,2139.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,2,4,1,3,5,2,283.0,1,4.0,3,6.0,10.0,2.0,0.0,2,2,6,2050.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,2,2,3,2,5,3,185.0,4,1244.0,2,3.0,17.0,9.0,3.0,3,6,6,2609.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,3,2,1,2,2,69.0,4,8136.0,1,6.0,24.0,6.0,16.0,2,9,13,2404.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,2,1,2,1,2,2,180.0,1,1101.0,4,4.0,12.0,46.0,18.0,1,4,3,1929.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,4,1,1,1,3,3,223.0,1,2478.0,2,7.0,24.0,41.0,2.0,3,11,11,2803.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,3,3,3,3,5,1,53.0,1,47.0,4,6.0,20.0,18.0,3.0,2,3,8,1284.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,2,2,1,3,3,67.0,1,2162.0,3,4.0,15.0,17.0,3.0,2,8,9,1526.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,3,4,4,1,3,3,162.0,1,844.0,1,4.0,10.0,42.0,11.0,1,6,10,2014.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,2,4,1,3,5,1,229.0,1,77.0,1,2.0,2.0,44.0,20.0,1,3,11,2334.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,4,3,1,3,5,2,259.0,4,8.0,1,6.0,11.0,15.0,19.0,1,0,5,3579.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,3,1,2,5,2,277.0,4,78.0,4,2.0,6.0,46.0,6.0,1,0,9,2838.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2,1,1,1,1,1,161.0,3,3699.0,2,3.0,4.0,22.0,10.0,3,15,6,2946.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2,4,3,3,5,2,277.0,3,29.0,1,1.0,3.0,10.0,18.0,1,9,0,1627.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,2,3,1,3,5,1,272.0,4,40.0,1,3.0,20.0,6.0,9.0,3,9,8,2643.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2,1,1,1,2,3,68.0,1,4155.0,1,3.0,18.0,3.0,19.0,1,5,5,2225.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,4,2,3,3,5,2,193.0,1,88.0,4,4.0,8.0,46.0,6.0,2,16,13,2196.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3,1,4,1,2,2,212.0,2,499.0,3,4.0,17.0,26.0,21.0,1,4,12,1318.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,1,1,1,3,5,1,263.0,3,63.0,4,5.0,20.0,33.0,0.0,1,9,11,1602.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,4,3,3,3,5,2,228.0,1,96.0,4,7.0,5.0,38.0,21.0,2,13,5,2202.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,4,1,2,5,3,181.0,4,1711.0,4,1.0,6.0,27.0,13.0,3,15,4,2574.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,3,3,2,1,6,1,166.0,1,7793.0,4,2.0,21.0,5.0,5.0,2,11,10,4158.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,1,2,2,5,1,171.0,2,1733.0,2,3.0,24.0,44.0,22.0,2,5,12,1075.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,1,4,1,6,2,288.0,4,4905.0,3,2.0,8.0,19.0,2.0,3,5,11,3876.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,4,4,3,5,1,60.0,4,90.0,2,6.0,10.0,5.0,12.0,2,11,2,2674.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,4,1,4,3,5,1,248.0,3,45.0,4,5.0,11.0,46.0,11.0,1,2,11,1892.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1,4,4,3,5,3,221.0,3,40.0,3,7.0,19.0,37.0,4.0,3,14,13,1960.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,3,3,3,5,2,158.0,3,19.0,3,4.0,20.0,7.0,10.0,3,8,16,1161.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,4,4,1,3,5,3,285.0,3,12.0,2,4.0,5.0,46.0,13.0,2,8,12,2176.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,3,2,2,1,6,2,294.0,1,9704.0,2,1.0,6.0,34.0,8.0,3,6,9,4877.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,1,2,1,1,3,232.0,3,3496.0,2,7.0,17.0,31.0,12.0,2,15,12,2785.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,2,2,4,3,5,2,183.0,3,55.0,2,5.0,13.0,38.0,13.0,1,4,16,1731.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,1,3,1,2,5,1,245.0,3,51.0,1,1.0,20.0,20.0,23.0,3,3,9,1641.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,4,4,2,5,2,236.0,2,1422.0,3,3.0,11.0,29.0,1.0,3,15,4,1381.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,2,3,2,1,1,1,281.0,2,5379.0,4,2.0,16.0,49.0,16.0,2,15,14,2658.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,1,4,3,5,1,194.0,1,89.0,2,2.0,10.0,27.0,16.0,2,11,14,1911.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,1,1,1,1,1,174.0,1,672.0,2,4.0,1.0,17.0,21.0,2,6,5,2010.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1,4,3,3,5,3,139.0,1,86.0,3,6.0,13.0,49.0,6.0,2,14,2,2279.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,2,4,2,5,3,227.0,1,373.0,4,1.0,19.0,11.0,7.0,3,2,7,1350.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2,4,3,3,5,3,282.0,1,67.0,3,5.0,4.0,33.0,8.0,2,15,4,2719.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3,1,3,3,5,1,100.0,4,56.0,2,2.0,10.0,35.0,4.0,2,10,2,2461.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1,3,4,1,6,2,226.0,1,6257.0,4,5.0,8.0,17.0,17.0,3,8,9,3988.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,1,4,4,3,5,3,86.0,4,26.0,2,3.0,13.0,20.0,3.0,2,13,16,2372.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,3,2,4,2,5,3,132.0,4,1589.0,1,6.0,18.0,34.0,18.0,3,2,3,3324.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,3,3,3,1,6,3,227.0,1,7206.0,2,2.0,9.0,9.0,11.0,3,5,15,4900.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,2,4,2,5,1,181.0,4,743.0,4,7.0,19.0,47.0,18.0,1,6,7,2358.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,2,4,4,1,1,3,165.0,3,1346.0,1,7.0,14.0,19.0,13.0,3,11,6,2116.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,2,2,1,6,2,296.0,4,5817.0,3,2.0,1.0,35.0,1.0,3,4,10,3628.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,2,3,3,5,3,162.0,1,38.0,3,2.0,15.0,46.0,20.0,1,2,5,2301.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2,2,2,3,5,2,227.0,2,41.0,4,1.0,12.0,3.0,16.0,3,15,10,772.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,4,4,3,5,2,228.0,3,17.0,2,7.0,23.0,7.0,19.0,2,7,8,1742.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,3,2,4,1,2,3,88.0,1,5192.0,3,7.0,2.0,41.0,10.0,1,3,9,2053.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,2,4,2,3,5,1,56.0,2,3.0,2,2.0,6.0,33.0,14.0,3,14,15,1035.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,1,1,4,2,5,1,238.0,2,1514.0,3,6.0,12.0,45.0,13.0,1,15,8,2219.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,1,2,2,3,5,2,244.0,1,33.0,3,2.0,1.0,26.0,2.0,1,3,16,1914.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2,1,4,3,5,1,291.0,4,83.0,2,2.0,24.0,43.0,7.0,2,16,4,3803.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,3,4,1,4,3,238.0,2,7957.0,4,6.0,19.0,50.0,11.0,2,13,3,3755.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3,3,1,2,5,2,279.0,2,1746.0,4,2.0,6.0,35.0,22.0,3,9,2,1706.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,2,3,1,6,2,266.0,1,9172.0,3,7.0,3.0,14.0,16.0,2,13,5,4675.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,2,4,1,1,1,2,235.0,1,5287.0,1,6.0,3.0,33.0,5.0,3,5,14,3735.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1,3,4,1,3,2,80.0,3,7042.0,2,6.0,12.0,31.0,19.0,1,4,11,3000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,3,4,3,5,2,197.0,4,72.0,1,1.0,17.0,14.0,0.0,3,11,3,1998.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,3,2,3,5,3,290.0,4,59.0,4,2.0,8.0,1.0,21.0,1,5,4,2388.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,4,3,3,2,5,2,118.0,2,1574.0,3,2.0,0.0,26.0,24.0,3,3,3,1599.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,2,4,2,2,5,3,160.0,4,111.0,3,3.0,7.0,12.0,6.0,3,5,13,1468.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,3,3,4,2,5,3,99.0,3,852.0,4,3.0,15.0,1.0,16.0,3,8,3,1079.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,1,3,2,2,5,1,159.0,3,101.0,1,4.0,24.0,47.0,22.0,2,14,4,1923.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2,3,1,1,2,3,223.0,1,5606.0,2,7.0,17.0,16.0,11.0,2,0,12,3441.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,2,2,2,3,5,3,123.0,3,98.0,4,3.0,22.0,13.0,20.0,3,10,0,908.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,3,2,4,1,4,3,241.0,1,2949.0,3,1.0,4.0,50.0,11.0,3,14,13,2699.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,4,2,4,3,5,1,121.0,2,87.0,2,4.0,13.0,36.0,19.0,2,2,3,1981.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,4,4,3,5,1,136.0,3,10.0,2,6.0,0.0,8.0,15.0,2,11,2,1175.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1,2,4,3,5,1,184.0,4,77.0,4,3.0,15.0,10.0,13.0,2,5,4,2129.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2,1,2,1,1,3,241.0,3,3581.0,4,5.0,0.0,22.0,9.0,2,16,8,2775.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,3,3,1,2,5,3,233.0,4,1679.0,1,7.0,15.0,7.0,7.0,3,14,11,3918.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,3,4,4,1,3,3,143.0,3,8940.0,4,1.0,12.0,39.0,23.0,3,9,16,2260.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,2,2,4,2,5,3,295.0,3,534.0,1,5.0,5.0,23.0,0.0,1,2,15,2028.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,3,1,2,2,5,1,285.0,4,9.0,1,5.0,18.0,15.0,23.0,3,9,9,2750.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,2,1,3,5,2,248.0,1,31.0,1,5.0,24.0,35.0,9.0,3,3,16,2553.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,2,4,4,1,1,3,119.0,1,2033.0,3,7.0,1.0,16.0,3.0,2,6,7,2384.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,1,4,1,2,1,236.0,1,3004.0,1,2.0,9.0,12.0,4.0,2,3,8,1621.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1,1,3,1,4,2,138.0,3,1657.0,3,2.0,17.0,29.0,6.0,3,16,5,2073.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,3,4,1,1,2,1,163.0,1,266.0,4,3.0,11.0,14.0,18.0,3,16,12,1510.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,2,1,4,3,5,1,185.0,4,97.0,1,3.0,1.0,13.0,17.0,3,12,12,2295.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2,1,4,2,5,1,215.0,4,343.0,3,4.0,11.0,12.0,20.0,2,14,7,3143.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,4,2,3,5,3,268.0,2,68.0,1,5.0,23.0,43.0,20.0,2,13,11,1518.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,3,4,4,2,5,2,98.0,1,1680.0,4,5.0,19.0,28.0,1.0,1,7,4,2136.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,3,3,1,3,5,2,128.0,3,22.0,2,1.0,17.0,26.0,18.0,2,5,12,1411.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1,1,3,3,5,1,155.0,1,2.0,1,4.0,16.0,0.0,18.0,2,7,0,1760.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,4,4,2,2,5,1,281.0,1,1789.0,1,2.0,15.0,45.0,2.0,1,16,11,1838.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,3,3,4,2,5,3,206.0,4,652.0,1,5.0,2.0,3.0,14.0,2,6,15,2852.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,4,1,4,2,5,2,99.0,2,782.0,4,7.0,10.0,37.0,19.0,2,7,14,1548.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2,1,1,3,5,2,162.0,4,56.0,1,3.0,2.0,7.0,17.0,2,9,2,3378.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1,2,4,2,5,1,251.0,1,206.0,2,6.0,17.0,39.0,17.0,1,14,5,2711.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1,3,2,2,5,2,254.0,4,1616.0,2,3.0,24.0,25.0,16.0,2,5,14,2534.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,3,1,2,5,1,85.0,2,117.0,1,2.0,17.0,24.0,7.0,1,14,8,1865.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,2,2,1,2,5,2,161.0,1,293.0,1,1.0,11.0,13.0,9.0,2,13,9,1582.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,3,2,1,6,2,104.0,4,8782.0,4,5.0,4.0,21.0,3.0,1,13,2,5174.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,3,4,1,6,2,226.0,1,1261.0,2,6.0,22.0,25.0,1.0,2,9,11,3753.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,4,2,2,5,2,186.0,3,1591.0,3,2.0,24.0,2.0,18.0,3,13,16,1356.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,4,1,3,5,1,241.0,2,97.0,1,4.0,15.0,10.0,18.0,3,0,6,2376.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,2,4,2,1,1,1,220.0,4,6632.0,2,5.0,20.0,49.0,14.0,3,0,7,5163.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,1,1,1,1,1,3,73.0,2,8102.0,1,7.0,5.0,33.0,12.0,3,2,14,4771.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,2,4,2,1,4,1,117.0,1,9009.0,2,6.0,8.0,31.0,5.0,2,16,5,5032.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,2,1,1,3,5,2,65.0,1,69.0,4,6.0,7.0,31.0,9.0,3,0,7,2373.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3,1,4,2,5,3,119.0,2,947.0,3,4.0,21.0,7.0,0.0,3,6,13,824.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,1,1,2,3,5,1,160.0,1,59.0,2,6.0,11.0,49.0,21.0,2,15,16,1971.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,2,4,1,1,3,2,143.0,2,9439.0,4,1.0,20.0,5.0,10.0,3,15,7,2865.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2,3,3,1,4,2,281.0,1,8910.0,2,3.0,8.0,12.0,0.0,2,9,3,5039.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,1,1,4,3,5,1,247.0,2,22.0,1,4.0,21.0,5.0,8.0,2,14,12,1662.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,4,1,3,2,5,2,98.0,3,790.0,2,5.0,17.0,12.0,13.0,1,9,4,1914.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2,3,4,1,2,1,123.0,3,9719.0,3,3.0,4.0,4.0,8.0,1,14,13,1269.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,4,4,4,2,5,3,118.0,4,1515.0,3,2.0,22.0,29.0,23.0,2,16,4,3066.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,3,2,2,1,1,3,123.0,4,681.0,3,2.0,21.0,36.0,10.0,3,4,4,2223.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,2,1,3,5,3,118.0,2,56.0,1,7.0,13.0,31.0,0.0,2,0,5,2047.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,2,3,1,2,5,1,114.0,3,1321.0,3,2.0,11.0,43.0,7.0,3,9,16,1722.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,4,3,4,3,5,3,267.0,2,58.0,1,3.0,22.0,35.0,13.0,2,7,9,1704.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,4,2,2,1,6,1,105.0,3,9029.0,1,5.0,23.0,18.0,21.0,1,14,14,4798.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,3,4,3,5,1,123.0,4,10.0,3,2.0,18.0,3.0,7.0,3,12,5,2021.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,4,4,2,1,4,1,120.0,1,3807.0,3,5.0,14.0,50.0,5.0,1,11,9,3161.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,3,1,3,2,5,1,258.0,2,743.0,3,3.0,22.0,2.0,23.0,3,14,5,1151.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,2,1,3,5,3,93.0,1,25.0,3,2.0,20.0,2.0,12.0,2,7,13,1414.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,2,1,2,2,5,1,85.0,4,1287.0,2,7.0,11.0,20.0,13.0,3,15,10,2748.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2,3,4,2,5,1,65.0,2,508.0,2,6.0,1.0,49.0,6.0,3,10,15,2190.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1,4,3,2,5,1,204.0,1,374.0,3,6.0,17.0,50.0,19.0,3,5,2,2345.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,2,4,4,1,4,3,157.0,3,1779.0,3,7.0,0.0,26.0,22.0,1,13,13,1860.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,3,4,4,1,6,1,236.0,1,6007.0,3,5.0,12.0,27.0,5.0,2,0,11,3758.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3,2,2,2,5,1,289.0,1,747.0,1,5.0,7.0,36.0,23.0,2,9,10,2359.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,4,1,3,3,5,1,290.0,3,69.0,3,1.0,10.0,25.0,20.0,2,7,4,1146.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,2,3,3,2,5,1,161.0,4,892.0,3,7.0,10.0,38.0,17.0,3,15,16,2306.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,4,2,2,2,5,2,152.0,2,338.0,1,2.0,23.0,18.0,21.0,1,9,13,1131.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,4,4,1,3,5,1,286.0,4,87.0,2,4.0,24.0,43.0,10.0,2,16,15,3446.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,4,3,4,1,4,1,95.0,2,3187.0,3,5.0,24.0,46.0,8.0,2,3,11,2601.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,4,1,2,2,5,2,57.0,4,874.0,3,7.0,12.0,40.0,19.0,3,15,16,2235.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,1,2,2,5,2,219.0,3,760.0,3,5.0,8.0,28.0,4.0,3,10,5,1749.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,3,3,1,4,1,185.0,2,2242.0,1,5.0,11.0,25.0,12.0,1,14,3,2070.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1,1,3,3,5,1,140.0,3,73.0,2,3.0,23.0,39.0,21.0,1,0,9,1937.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2,1,4,1,1,1,249.0,2,6226.0,1,2.0,3.0,2.0,12.0,2,5,14,2705.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,4,2,4,3,5,1,52.0,2,22.0,1,4.0,18.0,48.0,24.0,2,15,11,1544.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,4,3,4,3,5,2,120.0,1,49.0,3,3.0,11.0,37.0,18.0,3,8,16,2129.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1,2,3,3,5,2,98.0,2,97.0,4,7.0,14.0,26.0,2.0,3,12,8,1107.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,4,4,1,3,2,292.0,4,6992.0,3,3.0,23.0,32.0,20.0,3,13,9,4324.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,4,1,4,2,5,3,243.0,2,30.0,1,2.0,8.0,10.0,14.0,3,10,13,917.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,4,1,1,1,6,1,225.0,2,1716.0,2,4.0,6.0,5.0,3.0,2,6,0,1656.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,1,3,2,5,3,58.0,1,906.0,2,7.0,8.0,31.0,3.0,3,16,4,2400.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,2,2,1,3,5,2,72.0,1,90.0,4,6.0,19.0,36.0,23.0,2,4,5,2057.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,2,1,2,1,4,2,90.0,2,135.0,1,2.0,22.0,39.0,0.0,1,14,8,1270.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
